100040,100040,100044,0
100041,100041,100045,0
100042,100041,100048,0
100043,100042,100048,0
100044,100042,100047,0
100045,100043,100043,0
100046,100043,100040,0
100047,100043,100041,0
100048,100043,100042,0
100049,100043,100046,0
100050,100043,100049,0
100051,100043,100050,0
100052,100043,15019,0
100053,100043,15033,0
